visualization_filename, serialization
('BPIC15_3/process_tree_case_size_betwee_12_and_14_noise_60.svg', "->( 'register submission date request', X( tau, +( 'applicant is stakeholder', 'phase application received', ->( X( tau, 'enter senddate procedure confirmation' ), X( 'reception through OLO', 'OLO messaging active' ), *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( tau, 'calculate provisional charges' ), +( 'forward to the competent authority', 'regular procedure without MER', ->( X( tau, 'no permit required for application', 'MER required' ), +( 'start WABOprocedure', ->( X( tau, ->( 'terminate on request', X( tau, 'inform BAG administrator' ) ) ), 'MER present', 'activities regular procedure', 'phased application', X( 'send procedure confirmation', 'read field phased application', ->( 'create procedure confirmation', 'create subcases completeness', X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ), 'procedure change', 'request complete' ) ) ) ) ) ) ) ) ), X( tau, 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_12_and_14_noise_70.svg', "->( 'register submission date request', X( tau, +( 'applicant is stakeholder', 'phase application received', ->( X( tau, 'enter senddate procedure confirmation' ), X( 'reception through OLO', 'OLO messaging active' ), *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( tau, 'calculate provisional charges' ), +( 'forward to the competent authority', X( tau, ->( X( tau, ->( 'terminate on request', 'inform BAG administrator' ) ), 'regular procedure without MER', X( ->( 'treat subcases completeness', 'subcases completeness completed' ), ->( X( 'MER required', ->( 'no permit required for application', 'MER present' ) ), 'activities regular procedure', 'phased application', 'create procedure confirmation', 'create subcases completeness' ) ), X( tau, ->( 'procedure change', 'request complete' ) ), +( 'start WABOprocedure', X( tau, 'read field phased application' ) ) ) ) ) ) ) ), X( 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_12_and_14_noise_80.svg', "->( 'register submission date request', X( tau, ->( X( tau, 'enter senddate procedure confirmation' ), 'OLO messaging active', +( *( 'send confirmation receipt', tau ), ->( 'applicant is stakeholder', 'phase application received', 'enter senddate acknowledgement' ) ) ), ->( X( ->( 'terminate on request', 'inform BAG administrator' ), ->( X( ->( 'treat subcases completeness', 'subcases completeness completed' ), ->( 'create procedure confirmation', 'create subcases completeness' ) ), 'procedure change', 'request complete' ) ), X( 'forward to the competent authority', ->( 'regular procedure without MER', 'MER required', 'activities regular procedure', 'phased application' ) ), 'send procedure confirmation', +( 'start WABOprocedure', 'read field phased application' ) ) ), X( 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_12_and_14_noise_90.svg', "->( 'register submission date request', X( tau, ->( 'enter senddate procedure confirmation', 'OLO messaging active', +( *( 'send confirmation receipt', tau ), ->( 'applicant is stakeholder', 'phase application received', 'enter senddate acknowledgement' ) ) ), ->( X( ->( 'terminate on request', 'inform BAG administrator' ), ->( X( ->( 'treat subcases completeness', 'subcases completeness completed' ), ->( 'create procedure confirmation', 'create subcases completeness' ) ), 'procedure change', 'request complete' ) ), X( 'forward to the competent authority', ->( 'regular procedure without MER', 'MER required', 'activities regular procedure', 'phased application' ) ), 'send procedure confirmation', +( 'start WABOprocedure', 'read field phased application' ) ) ), X( 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_13_and_14_noise_10.svg', "->( 'register submission date request', +( X( tau, 'applicant is stakeholder' ), 'phase application received', ->( X( tau, 'enter senddate procedure confirmation' ), X( tau, 'OLO messaging active' ), +( 'enter senddate acknowledgement', *( 'send confirmation receipt', tau ) ), +( X( tau, 'regular procedure without MER' ), ->( X( tau, 'MER required' ), +( X( tau, 'forward to the competent authority' ), ->( X( tau, 'no permit required for application' ), +( X( tau, 'start WABOprocedure' ), ->( X( tau, ->( +( X( tau, 'terminate on request' ), X( tau, *( 'no permit needed or only notification needed', tau ) ) ), X( tau, 'inform BAG administrator' ) ) ), X( tau, ->( X( tau, 'MER present' ), 'activities regular procedure', X( tau, 'phased application' ) ) ), X( tau, +( X( tau, 'create procedure confirmation' ), X( 'read field phased application', ->( X( 'send procedure confirmation', 'create subcases completeness' ), X( tau, ->( 'treat subcases completeness', X( tau, 'subcases completeness completed' ) ) ), X( tau, ->( 'procedure change', X( tau, 'request complete' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_13_and_14_noise_20.svg', "->( 'register submission date request', +( X( tau, 'applicant is stakeholder' ), 'phase application received', ->( X( tau, 'enter senddate procedure confirmation' ), 'OLO messaging active', +( 'enter senddate acknowledgement', *( 'send confirmation receipt', tau ) ), +( 'regular procedure without MER', ->( X( tau, 'MER required' ), +( X( tau, 'start WABOprocedure' ), ->( +( 'forward to the competent authority', ->( X( tau, ->( +( X( tau, 'terminate on request' ), X( tau, *( 'no permit needed or only notification needed', tau ) ) ), X( tau, 'inform BAG administrator' ) ) ), X( tau, ->( X( tau, 'MER present' ), 'activities regular procedure', 'phased application' ) ), X( tau, ->( X( 'send procedure confirmation', ->( 'create procedure confirmation', X( tau, 'create subcases completeness' ) ) ), X( tau, ->( 'treat subcases completeness', X( tau, 'subcases completeness completed' ) ) ), X( tau, ->( 'procedure change', X( tau, 'request complete' ) ) ) ) ) ) ), X( tau, 'read field phased application' ) ) ) ) ) ) ), X( tau, 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_13_and_14_noise_30.svg', "->( 'register submission date request', X( tau, 'enter senddate procedure confirmation' ), 'OLO messaging active', +( 'applicant is stakeholder', 'phase application received', ->( +( 'enter senddate acknowledgement', *( 'send confirmation receipt', tau ) ), X( tau, *( 'no permit needed or only notification needed', tau ) ) ) ), X( tau, ->( X( tau, 'calculate provisional charges' ), 'terminate on request', X( tau, 'inform BAG administrator' ) ) ), +( 'regular procedure without MER', ->( X( tau, 'MER required' ), +( 'forward to the competent authority', ->( X( tau, ->( X( tau, 'MER present' ), 'activities regular procedure', 'phased application' ) ), X( tau, ->( 'send procedure confirmation', X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ) ) ), X( tau, ->( 'create procedure confirmation', 'create subcases completeness' ) ), X( tau, ->( 'procedure change', X( tau, 'request complete' ) ) ), 'start WABOprocedure' ) ) ) ), X( tau, 'read field phased application' ), X( tau, 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_13_and_14_noise_40.svg', "->( 'register submission date request', +( 'applicant is stakeholder', 'phase application received', ->( X( tau, 'enter senddate procedure confirmation' ), X( 'reception through OLO', 'OLO messaging active' ), *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( tau, 'calculate provisional charges' ), X( *( 'no permit needed or only notification needed', tau ), ->( X( tau, ->( 'terminate on request', X( tau, 'inform BAG administrator' ) ) ), +( 'regular procedure without MER', ->( X( tau, 'MER required' ), +( 'forward to the competent authority', ->( X( tau, 'MER present' ), 'activities regular procedure', 'phased application', X( tau, ->( X( ->( 'create procedure confirmation', 'create subcases completeness' ), ->( 'send procedure confirmation', X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ) ) ), X( tau, ->( 'procedure change', 'request complete' ) ) ) ) ) ) ) ), +( 'start WABOprocedure', X( tau, 'read field phased application' ) ) ) ) ) ), X( tau, 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_13_and_14_noise_50.svg', "->( 'register submission date request', X( tau, +( 'applicant is stakeholder', 'phase application received', ->( X( tau, 'enter senddate procedure confirmation' ), X( 'reception through OLO', 'OLO messaging active' ), *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( tau, 'calculate provisional charges' ), X( *( 'no permit needed or only notification needed', tau ), ->( X( tau, ->( 'terminate on request', 'inform BAG administrator' ), ->( X( ->( 'treat subcases completeness', 'subcases completeness completed' ), ->( 'create procedure confirmation', 'create subcases completeness' ) ), 'procedure change', 'request complete' ) ), +( 'forward to the competent authority', ->( 'regular procedure without MER', X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application' ) ), +( 'start WABOprocedure', X( tau, 'read field phased application' ) ) ) ) ) ) ), X( tau, 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_13_and_14_noise_60.svg', "->( 'register submission date request', X( tau, +( 'applicant is stakeholder', 'phase application received', ->( X( tau, 'enter senddate procedure confirmation' ), X( 'reception through OLO', 'OLO messaging active' ), *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( tau, 'calculate provisional charges' ), X( *( 'no permit needed or only notification needed', tau ), ->( X( tau, ->( 'terminate on request', 'inform BAG administrator' ), ->( X( ->( 'treat subcases completeness', 'subcases completeness completed' ), ->( 'create procedure confirmation', 'create subcases completeness' ) ), 'procedure change', 'request complete' ) ), +( 'forward to the competent authority', ->( 'regular procedure without MER', 'MER present', 'activities regular procedure', 'phased application' ) ), +( 'start WABOprocedure', X( tau, 'read field phased application' ) ) ) ) ) ) ), X( tau, 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_13_and_14_noise_70.svg', "->( 'register submission date request', X( tau, +( 'applicant is stakeholder', 'phase application received', ->( X( tau, 'enter senddate procedure confirmation' ), X( 'reception through OLO', 'OLO messaging active' ), *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( tau, 'calculate provisional charges' ), X( *( 'no permit needed or only notification needed', tau ), ->( X( tau, ->( 'terminate on request', 'inform BAG administrator' ), ->( X( ->( 'treat subcases completeness', 'subcases completeness completed' ), ->( 'create procedure confirmation', 'create subcases completeness' ) ), 'procedure change', 'request complete' ) ), +( 'forward to the competent authority', ->( 'regular procedure without MER', 'MER present', 'activities regular procedure', 'phased application' ) ), +( 'start WABOprocedure', X( tau, 'read field phased application' ) ) ) ) ) ) ), X( 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_13_and_14_noise_80.svg', "->( 'register submission date request', X( tau, ->( +( 'applicant is stakeholder', 'phase application received', ->( X( tau, 'enter senddate procedure confirmation' ), X( 'reception through OLO', 'OLO messaging active' ), *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( 'calculate provisional charges', 'MER required' ), +( 'forward to the competent authority', ->( X( ->( 'treat subcases completeness', 'subcases completeness completed' ), ->( X( 'no permit required for application', ->( 'terminate on request', 'inform BAG administrator' ) ), 'MER present', 'activities regular procedure', 'phased application', 'create procedure confirmation', 'create subcases completeness' ) ), 'procedure change', 'request complete' ) ) ) ), 'regular procedure without MER', +( 'start WABOprocedure', X( tau, 'read field phased application' ) ) ) ), X( 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_13_and_14_noise_90.svg', "->( 'register submission date request', X( tau, ->( +( 'applicant is stakeholder', 'phase application received', ->( 'enter senddate procedure confirmation', X( 'reception through OLO', 'OLO messaging active' ), *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( 'calculate provisional charges', 'MER required' ), +( 'forward to the competent authority', ->( X( ->( 'treat subcases completeness', 'subcases completeness completed' ), ->( X( 'no permit required for application', ->( 'terminate on request', 'inform BAG administrator' ) ), 'MER present', 'activities regular procedure', 'phased application', 'create procedure confirmation', 'create subcases completeness' ) ), 'procedure change', 'request complete' ) ) ) ), 'regular procedure without MER', +( 'start WABOprocedure', 'read field phased application' ) ) ), X( 'create publication document', ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'decision date prior to decision', 'generating decision no permit required', 'set decision status', 'create decision no permit required' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_14_and_14_noise_10.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( X( tau, 'applicant is stakeholder' ), 'phase application received', ->( *( ->( 'send confirmation receipt', X( tau, 'enter senddate acknowledgement' ) ), tau ), +( X( tau, 'forward to the competent authority' ), ->( X( tau, 'no permit needed or only notification needed' ), X( tau, +( 'regular procedure without MER', ->( X( tau, 'MER required', ->( 'send procedure confirmation', 'treat subcases completeness', 'subcases completeness completed' ) ), +( X( tau, 'create procedure confirmation' ), ->( X( tau, ->( X( tau, 'create subcases completeness' ), 'procedure change', 'request complete' ) ), X( tau, +( X( tau, 'start WABOprocedure' ), X( tau, ->( X( tau, ->( 'terminate on request', X( tau, 'inform BAG administrator' ) ) ), X( tau, ->( X( tau, 'MER present' ), 'activities regular procedure', 'phased application', X( tau, 'read field phased application' ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_14_and_14_noise_20.svg', "->( 'register submission date request', 'OLO messaging active', +( 'applicant is stakeholder', 'phase application received', ->( *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', +( X( tau, 'forward to the competent authority' ), ->( X( tau, 'no permit needed or only notification needed' ), X( tau, +( 'regular procedure without MER', ->( X( tau, 'MER required', ->( 'send procedure confirmation', 'treat subcases completeness', 'subcases completeness completed' ) ), +( X( tau, 'create procedure confirmation' ), ->( X( tau, ->( X( tau, 'create subcases completeness' ), 'procedure change', 'request complete' ) ), +( 'start WABOprocedure', ->( X( tau, ->( 'terminate on request', X( tau, 'inform BAG administrator' ) ) ), X( tau, ->( X( tau, 'MER present' ), 'activities regular procedure', 'phased application', X( tau, 'read field phased application' ) ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_14_and_14_noise_30.svg', "->( 'register submission date request', 'OLO messaging active', +( 'applicant is stakeholder', 'phase application received', ->( *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', +( 'forward to the competent authority', ->( X( tau, 'no permit needed or only notification needed' ), +( 'regular procedure without MER', ->( X( tau, 'MER required', ->( 'send procedure confirmation', 'treat subcases completeness', 'subcases completeness completed' ) ), +( X( tau, 'create procedure confirmation' ), ->( X( tau, ->( X( tau, 'create subcases completeness' ), 'procedure change', 'request complete' ) ), +( 'start WABOprocedure', ->( X( tau, ->( 'terminate on request', X( tau, 'inform BAG administrator' ) ) ), X( tau, 'MER present' ), 'activities regular procedure', 'phased application', X( tau, 'read field phased application' ) ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_14_and_14_noise_40.svg', "->( 'register submission date request', 'OLO messaging active', +( 'applicant is stakeholder', 'phase application received', ->( *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( tau, 'no permit needed or only notification needed' ) ) ), +( 'regular procedure without MER', ->( X( tau, 'MER required' ), +( X( tau, 'create procedure confirmation' ), ->( X( tau, 'create subcases completeness' ), +( 'forward to the competent authority', ->( X( tau, ->( X( tau, ->( 'send procedure confirmation', 'treat subcases completeness', 'subcases completeness completed' ) ), 'procedure change', 'request complete' ) ), +( 'start WABOprocedure', ->( X( tau, ->( 'terminate on request', X( tau, 'inform BAG administrator' ) ) ), 'MER present', 'activities regular procedure', 'phased application', 'read field phased application' ) ) ) ) ) ) ) ), X( tau, ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_14_and_14_noise_50.svg', "->( 'register submission date request', 'OLO messaging active', +( 'applicant is stakeholder', 'phase application received', ->( *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( 'no permit needed or only notification needed', ->( X( tau, ->( 'send procedure confirmation', 'treat subcases completeness', 'subcases completeness completed' ) ), +( X( tau, 'create procedure confirmation' ), ->( X( tau, ->( 'create subcases completeness', 'procedure change', 'request complete' ) ), 'forward to the competent authority', 'terminate on request' ) ), X( tau, 'inform BAG administrator' ), 'regular procedure without MER', X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', X( tau, 'read field phased application' ), 'start WABOprocedure' ) ) ) ), X( ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_14_and_14_noise_60.svg', "->( 'register submission date request', 'OLO messaging active', +( 'applicant is stakeholder', 'phase application received', ->( *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( 'no permit needed or only notification needed', ->( X( tau, ->( 'send procedure confirmation', 'treat subcases completeness', 'subcases completeness completed' ) ), +( 'create procedure confirmation', ->( 'create subcases completeness', 'procedure change', 'request complete', 'forward to the competent authority', 'terminate on request' ) ), X( tau, 'inform BAG administrator' ), 'regular procedure without MER', X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', X( tau, 'read field phased application' ), 'start WABOprocedure' ) ) ) ), X( ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_14_and_14_noise_80.svg', "->( 'register submission date request', 'OLO messaging active', +( 'applicant is stakeholder', 'phase application received', ->( *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( 'no permit needed or only notification needed', ->( 'send procedure confirmation', 'treat subcases completeness', 'subcases completeness completed', +( 'create procedure confirmation', ->( 'create subcases completeness', 'procedure change', 'request complete', 'forward to the competent authority', 'terminate on request' ) ), 'inform BAG administrator', 'regular procedure without MER', X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', X( tau, 'read field phased application' ), 'start WABOprocedure' ) ) ) ), X( ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_14_and_14_noise_90.svg', "->( 'register submission date request', 'OLO messaging active', +( 'applicant is stakeholder', 'phase application received', ->( *( 'send confirmation receipt', tau ), 'enter senddate acknowledgement', X( 'no permit needed or only notification needed', ->( 'send procedure confirmation', 'treat subcases completeness', 'subcases completeness completed', +( 'create procedure confirmation', ->( 'create subcases completeness', 'procedure change', 'request complete', 'forward to the competent authority', 'terminate on request' ) ), 'inform BAG administrator', 'regular procedure without MER', X( 'MER required', 'MER present' ), 'activities regular procedure', 'phased application', 'read field phased application', 'start WABOprocedure' ) ) ) ), X( ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_14_and_16_noise_10.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( X( tau, 'applicant is stakeholder' ), 'phase application received', ->( +( 'enter senddate acknowledgement', *( 'send confirmation receipt', tau ) ), X( tau, 'registration date publication' ), +( X( tau, 'forward to the competent authority' ), ->( X( tau, 'no permit needed or only notification needed' ), X( tau, +( 'regular procedure without MER', ->( X( tau, 'MER required' ), +( X( tau, 'read field phased application' ), ->( +( X( tau, 'start WABOprocedure' ), ->( X( tau, ->( 'terminate on request', X( tau, 'inform BAG administrator' ) ) ), X( tau, ->( X( tau, 'MER present' ), 'activities regular procedure', 'phased application' ) ), X( tau, ->( 'first or second phase', 'term 14 or 26 weeks' ), ->( X( tau, 'create procedure confirmation' ), X( tau, +( 'send procedure confirmation', X( tau, 'enter senddate procedure confirmation' ) ) ), X( tau, ->( X( tau, 'publish' ), X( tau, 'create subcases completeness' ), X( tau, 'treat subcases completeness' ), +( X( tau, 'procedure change' ), X( tau, 'subcases completeness completed' ), X( tau, 'request complete' ) ), X( tau, ->( 'term for supplying missing data', X( tau, 'create letter requesting missing data' ) ) ) ) ) ) ) ) ), X( tau, 'start phased application' ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), 'retrieve missing data', ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_14_and_16_noise_20.svg', "->( 'register submission date request', X( tau, 'OLO messaging active' ), +( X( tau, 'applicant is stakeholder' ), 'phase application received', ->( +( 'enter senddate acknowledgement', *( 'send confirmation receipt', tau ) ), +( 'forward to the competent authority', ->( X( tau, 'no permit needed or only notification needed' ), +( 'regular procedure without MER', ->( X( tau, 'MER required' ), +( X( tau, 'read field phased application' ), ->( X( tau, ->( 'terminate on request', 'inform BAG administrator' ) ), X( tau, ->( X( tau, 'MER present' ), 'activities regular procedure', 'phased application' ) ), X( tau, 'create procedure confirmation' ), X( tau, +( 'send procedure confirmation', X( tau, 'enter senddate procedure confirmation' ) ) ), X( tau, ->( X( tau, 'publish' ), X( tau, 'create subcases completeness' ), X( tau, 'treat subcases completeness' ), +( 'procedure change', X( tau, 'subcases completeness completed' ), X( tau, 'request complete' ) ), X( tau, ->( 'term for supplying missing data', X( tau, 'create letter requesting missing data' ) ) ) ) ), X( tau, 'start WABOprocedure' ), X( tau, 'start phased application' ) ) ) ) ) ) ) ) ), X( tau, ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), 'retrieve missing data', ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
('BPIC15_3/process_tree_case_size_betwee_14_and_16_noise_30.svg', "->( 'register submission date request', 'OLO messaging active', +( X( tau, 'applicant is stakeholder' ), 'phase application received', ->( +( 'enter senddate acknowledgement', *( 'send confirmation receipt', tau ) ), +( 'forward to the competent authority', ->( X( tau, 'no permit needed or only notification needed' ), +( 'regular procedure without MER', ->( X( tau, 'MER required' ), +( X( tau, 'read field phased application' ), ->( X( tau, ->( 'terminate on request', 'inform BAG administrator' ) ), X( tau, ->( X( tau, 'MER present' ), 'activities regular procedure', 'phased application' ) ), X( tau, 'create procedure confirmation' ), X( tau, +( 'send procedure confirmation', X( tau, 'enter senddate procedure confirmation' ) ) ), X( tau, ->( X( tau, 'publish' ), X( tau, 'create subcases completeness' ), 'treat subcases completeness', X( tau, 'subcases completeness completed' ), 'procedure change', 'request complete', X( tau, ->( 'term for supplying missing data', X( tau, 'create letter requesting missing data' ) ) ) ) ), X( tau, 'start WABOprocedure' ), X( tau, 'start phased application' ) ) ) ) ) ) ) ) ), X( tau, ->( 'send letter in progress', 'phase application receptive' ), ->( 'initiative competent authority', 'enter date termination request received' ), 'retrieve missing data', ->( 'phase only notification required', +( 'enter senddate letter no permit or only notification required', 'register deadline', 'phase procedure aborted', 'create letter no permit or only notification required' ), 'close case' ) ) )")
