visualization_filename, serialization
('BPIC15_1/process_tree_case_size_betwee_12_and_13_noise_90.svg', "->( X( tau, ->( 'initiative competent authority', 'enter date termination request received', 'phase procedure prematurely terminated', 'create message terminate request', +( 'message terminate request', 'enter senddate request termination' ), +( 'register deadline', 'phase procedure aborted' ) ), +( 'forward to the competent authority', 'phase application received', ->( +( 'register submission date request', 'enter senddate procedure confirmation', ->( X( tau, 'treat subcases completeness' ), +( X( tau, *( 'registrer date of publishing received request', tau ) ), ->( X( tau, 'reception through OLO' ), 'OLO messaging active', 'terminate on request', +( *( 'send confirmation receipt', tau ), ->( 'regular procedure without MER', 'create procedure confirmation', 'publish', 'create publication document', 'start WABOprocedure' ) ), 'send procedure confirmation', X( tau, 'suspend term' ) ) ) ) ), X( tau, 'inform BAG administrator' ), 'registration date publication' ) ) ), X( 'read publication date field', ->( 'phase archived case', 'phase case handled' ), 'close case', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_12_and_14_noise_10.svg', "->( 'register submission date request', +( 'phase application received', X( tau, 'phase procedure aborted' ), ->( X( tau, ->( 'enter senddate letter to competent authority', 'enter senddate letter to stakeholders' ) ), +( X( tau, 'procedure change' ), ->( +( X( tau, 'register deadline' ), ->( +( X( tau, 'enter date termination request received' ), ->( *( ->( X( tau, 'reception through OLO' ), X( tau, 'regular procedure without MER', ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( 'create publication document', 'OLO messaging active' ) ) ), X( tau, +( X( tau, 'registration date publication' ), ->( X( tau, +( X( tau, 'start WABOprocedure' ), X( tau, *( 'send confirmation receipt', tau ) ) ) ), X( tau, 'enter senddate procedure confirmation' ), X( tau, 'terminate on request' ), X( tau, ->( +( X( tau, 'send procedure confirmation' ), X( tau, *( 'registrer date of publishing received request', tau ) ) ), X( tau, 'inform BAG administrator' ) ) ) ) ) ), X( tau, 'forward to the competent authority', 'enter senddate acknowledgement' ), X( tau, 'treat subcases completeness', ->( X( tau, 'no permit needed or only notification needed' ), 'applicant is stakeholder' ) ) ), tau ), X( tau, 'initiative competent authority' ) ) ), X( tau, +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ) ), X( tau, +( 'message terminate request', 'enter senddate request termination' ) ) ) ), X( tau, 'subcases completeness completed' ) ) ), X( tau, ->( X( tau, 'phase archived case' ), +( X( tau, 'close case' ), X( tau, ->( X( tau, 'stop all running subcases 2b' ), 'phase case handled' ) ) ) ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_12_and_14_noise_20.svg', "->( 'register submission date request', +( 'phase application received', X( tau, 'phase procedure aborted' ), ->( X( tau, ->( 'enter senddate letter to competent authority', 'enter senddate letter to stakeholders' ) ), +( X( tau, 'register deadline' ), ->( *( ->( X( 'regular procedure without MER', ->( X( tau, ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( 'create publication document', 'OLO messaging active' ) ) ), X( tau, ->( X( tau, +( X( tau, 'registration date publication' ), ->( X( tau, 'start WABOprocedure' ), X( tau, 'enter senddate procedure confirmation' ), X( tau, 'send procedure confirmation' ) ) ) ), X( tau, *( 'send confirmation receipt', tau ) ) ) ), X( tau, 'forward to the competent authority', 'enter senddate acknowledgement' ) ) ), X( tau, 'terminate on request' ) ), tau ), X( tau, 'enter date termination request received' ), X( tau, +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ) ), X( tau, +( 'message terminate request', 'enter senddate request termination' ) ) ) ), X( tau, ->( X( tau, 'phase archived case' ), +( 'close case', X( tau, ->( X( tau, 'stop all running subcases 2b' ), 'phase case handled' ) ) ) ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_12_and_14_noise_30.svg', "->( +( 'phase application received', 'register submission date request', X( tau, 'phase procedure aborted' ), ->( 'OLO messaging active', X( tau, +( X( tau, 'reception through OLO' ), ->( X( tau, 'registrer date of publishing received request', ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), +( 'terminate on request', X( tau, +( 'register deadline', ->( 'enter date termination request received', +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ), +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ), X( tau, ->( 'request to competent authority', 'forward transcript to stakeholders', 'phase forwarded to competent authority' ) ), X( tau, +( 'enter senddate letter to stakeholders', 'enter senddate letter to competent authority' ) ) ) ) ), +( 'forward to the competent authority', *( ->( X( 'enter senddate procedure confirmation', 'regular procedure without MER', ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( 'create publication document', 'send confirmation receipt' ) ) ), X( tau, ->( X( tau, 'send procedure confirmation' ), X( tau, 'registration date publication' ), X( tau, 'start WABOprocedure' ) ) ) ), tau ) ), X( tau, 'enter senddate acknowledgement' ), X( tau, ->( X( tau, 'phase archived case' ), X( tau, ->( X( tau, 'stop all running subcases 2b' ), 'phase case handled' ) ), X( tau, 'close case' ) ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_12_and_14_noise_40.svg', "->( +( 'phase application received', 'register submission date request', X( tau, 'phase procedure aborted' ), ->( 'OLO messaging active', X( tau, ->( +( X( tau, 'reception through OLO' ), ->( +( X( tau, 'register deadline' ), ->( X( ->( X( tau, 'initiative competent authority' ), 'enter date termination request received' ), ->( X( tau, ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ), +( *( 'registrer date of publishing received request', tau ), 'enter senddate procedure confirmation', ->( 'send procedure confirmation', X( 'suspend term', 'create decision terminate on request' ) ) ) ), 'terminate on request' ) ), X( tau, +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ) ), X( tau, +( 'message terminate request', 'enter senddate request termination' ) ) ) ), X( tau, ->( 'request to competent authority', 'forward transcript to stakeholders', 'phase forwarded to competent authority' ) ), X( tau, +( 'enter senddate letter to stakeholders', 'enter senddate letter to competent authority' ) ) ) ), X( tau, ->( 'treat subcases completeness', X( tau, 'subcases completeness completed' ) ) ) ) ), +( 'forward to the competent authority', *( ->( X( 'regular procedure without MER', ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( 'create publication document', 'send confirmation receipt' ) ) ), X( tau, +( X( tau, 'registration date publication' ), X( tau, 'start WABOprocedure' ) ) ) ), tau ) ), X( tau, 'enter senddate acknowledgement' ), X( tau, ->( 'phase archived case', X( tau, 'stop all running subcases 2b' ), 'phase case handled', 'close case' ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_12_and_14_noise_50.svg', "->( X( tau, +( 'phase application received', 'register submission date request', X( tau, 'phase procedure aborted' ), ->( 'OLO messaging active', X( ->( X( tau, ->( 'request to competent authority', 'forward transcript to stakeholders', 'phase forwarded to competent authority', +( 'enter senddate letter to stakeholders', 'enter senddate letter to competent authority' ) ) ), X( tau, 'send procedure confirmation' ), 'enter senddate procedure confirmation', 'reception through OLO' ), ->( X( tau, ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), X( tau, 'initiative competent authority' ), 'enter date termination request received', +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ), +( 'message terminate request', 'enter senddate request termination' ), 'register deadline', 'terminate on request' ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ), +( 'forward to the competent authority', *( ->( X( 'regular procedure without MER', ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( 'create publication document', 'send confirmation receipt' ) ) ), X( tau, +( X( tau, 'registration date publication' ), X( tau, 'start WABOprocedure' ) ) ) ), tau ) ), 'enter senddate acknowledgement', X( tau, ->( 'phase archived case', X( tau, 'stop all running subcases 2b' ), 'phase case handled', 'close case' ) ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_12_and_14_noise_60.svg', "->( X( tau, +( 'phase application received', 'register submission date request', X( tau, 'phase procedure aborted' ), ->( X( tau, ->( X( 'treat subcases completeness', ->( 'OLO messaging active', X( tau, ->( 'no permit needed or only notification needed', 'applicant is stakeholder', X( tau, 'initiative competent authority' ), 'enter date termination request received', +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ), +( 'message terminate request', 'enter senddate request termination' ), 'register deadline', 'terminate on request', X( tau, ->( 'request to competent authority', 'forward transcript to stakeholders', 'phase forwarded to competent authority' ) ) ) ), X( tau, +( 'enter senddate letter to stakeholders', 'enter senddate letter to competent authority' ) ), X( tau, 'reception through OLO' ) ) ), +( 'forward to the competent authority', *( ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( tau, 'create publication document' ), X( 'regular procedure without MER', 'send confirmation receipt' ), X( tau, 'start WABOprocedure' ) ), tau ) ) ) ), X( tau, 'inform BAG administrator' ), 'registration date publication', 'enter senddate acknowledgement', X( tau, ->( 'phase archived case', X( tau, 'stop all running subcases 2b' ), 'phase case handled', 'close case' ) ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_12_and_14_noise_70.svg', "->( X( tau, +( 'phase application received', 'register submission date request', X( tau, 'phase procedure aborted' ), ->( X( ->( 'initiative competent authority', 'enter date termination request received', +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ), +( 'message terminate request', 'enter senddate request termination' ), 'register deadline' ), ->( X( tau, ->( X( 'treat subcases completeness', ->( 'OLO messaging active', X( tau, ->( X( 'terminate on request', ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), X( tau, ->( 'request to competent authority', 'forward transcript to stakeholders', 'phase forwarded to competent authority' ) ) ) ), X( tau, +( 'enter senddate letter to stakeholders', 'enter senddate letter to competent authority' ) ), X( tau, 'reception through OLO' ) ) ), +( 'forward to the competent authority', *( ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( tau, 'create publication document' ), X( 'regular procedure without MER', 'send confirmation receipt' ), X( tau, 'start WABOprocedure' ) ), tau ) ) ) ), X( tau, 'inform BAG administrator' ), 'registration date publication', 'enter senddate acknowledgement' ) ), X( tau, ->( 'phase archived case', X( tau, 'stop all running subcases 2b' ), 'phase case handled', 'close case' ) ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_12_and_14_noise_80.svg', "->( X( tau, ->( 'initiative competent authority', 'enter date termination request received', 'phase procedure prematurely terminated', 'create message terminate request', 'enter senddate request termination', 'message terminate request', 'phase procedure aborted' ), ->( X( tau, ->( 'register submission date request', X( 'reception through OLO', 'treat subcases completeness', ->( 'OLO messaging active', X( tau, 'terminate on request' ) ) ), 'phase application received', *( X( 'forward to the competent authority', 'regular procedure without MER', ->( 'create procedure confirmation', 'publish', X( 'create publication document', 'send confirmation receipt' ) ) ), tau ) ) ), X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase case handled', 'close case' ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_12_and_14_noise_90.svg', "->( X( tau, ->( 'initiative competent authority', 'enter date termination request received', 'phase procedure prematurely terminated', 'create message terminate request', 'enter senddate request termination', 'message terminate request', 'phase procedure aborted' ), ->( X( tau, ->( 'register submission date request', X( 'reception through OLO', 'treat subcases completeness', ->( 'OLO messaging active', 'terminate on request' ) ), 'phase application received', *( X( 'forward to the competent authority', 'regular procedure without MER', ->( 'create procedure confirmation', 'publish', X( 'create publication document', 'send confirmation receipt' ) ) ), tau ) ) ), 'phase archived case', 'stop all running subcases 2b', 'phase case handled', 'close case' ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_13_and_14_noise_10.svg', "->( +( 'phase application received', 'register submission date request', X( tau, 'phase procedure aborted' ), ->( +( X( tau, 'procedure change' ), ->( +( X( tau, 'register deadline' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, 'registration date publication' ), ->( +( X( tau, *( 'registrer date of publishing received request', tau ) ), ->( *( ->( X( tau, ->( X( tau, 'reception through OLO' ), X( tau, ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( 'create publication document', 'OLO messaging active' ) ) ), X( tau, +( X( tau, ->( X( tau, 'forward to the competent authority' ), X( tau, 'start WABOprocedure' ) ) ), X( tau, 'regular procedure without MER' ), X( tau, *( 'send confirmation receipt', tau ) ) ) ) ) ), X( tau, 'terminate on request', ->( X( 'enter senddate acknowledgement', ->( X( tau, 'enter senddate procedure confirmation' ), X( tau, 'send procedure confirmation' ), X( tau, 'no permit needed or only notification needed' ) ) ), X( tau, 'applicant is stakeholder' ) ) ) ), tau ), X( tau, 'WAW permit aspect', 'create decision terminate on request' ) ) ), X( tau, 'inform BAG administrator' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ), X( tau, +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ) ) ), X( tau, ->( 'phase archived case', +( 'phase case handled', X( tau, ->( 'close case', X( tau, 'stop all running subcases 2b' ) ) ) ) ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_13_and_14_noise_20.svg', "->( 'register submission date request', +( 'phase application received', X( tau, 'phase procedure aborted' ), ->( +( X( tau, 'procedure change' ), ->( +( X( tau, 'register deadline' ), ->( +( X( tau, 'enter date termination request received' ), ->( +( X( tau, 'registration date publication' ), ->( X( tau, 'OLO messaging active' ), *( ->( X( tau, 'reception through OLO' ), X( tau, 'forward to the competent authority' ), X( 'regular procedure without MER', ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( 'create publication document', 'send confirmation receipt' ) ) ), X( tau, 'start WABOprocedure' ), X( tau, +( X( tau, 'registrer date of publishing received request' ), ->( X( tau, ->( X( tau, ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), X( tau, 'enter senddate procedure confirmation' ), X( tau, 'send procedure confirmation' ) ) ), X( tau, 'terminate on request' ) ) ) ) ), tau ), X( tau, 'inform BAG administrator' ) ) ), X( tau, 'initiative competent authority' ) ) ), X( tau, ->( +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ), +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ) ) ), X( tau, ->( 'phase archived case', +( 'phase case handled', X( tau, ->( 'close case', X( tau, 'stop all running subcases 2b' ) ) ) ) ) ) ) ), X( tau, 'enter senddate acknowledgement' ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_13_and_14_noise_30.svg', "->( 'register submission date request', X( 'OLO messaging active', ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), X( tau, +( 'terminate on request', X( tau, +( 'phase procedure aborted', ->( +( 'register deadline', 'phase procedure prematurely terminated', ->( X( tau, 'initiative competent authority' ), 'enter date termination request received', X( tau, 'create message terminate request' ), +( 'message terminate request', 'enter senddate request termination' ) ) ), 'phase archived case', +( 'phase case handled', ->( 'close case', X( tau, 'stop all running subcases 2b' ) ) ) ) ) ) ) ), +( 'forward to the competent authority', 'regular procedure without MER', *( ->( X( 'phase application received', 'enter senddate procedure confirmation', ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( 'create publication document', 'send confirmation receipt' ) ) ), X( tau, ->( X( tau, 'send procedure confirmation' ), X( tau, 'registration date publication' ), X( tau, 'start WABOprocedure' ) ) ) ), tau ) ), 'enter senddate acknowledgement', X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_13_and_14_noise_40.svg', "->( 'register submission date request', X( 'OLO messaging active', ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), X( tau, ->( X( tau, +( 'reception through OLO', 'enter senddate procedure confirmation', ->( 'send procedure confirmation', X( 'WAW permit aspect', 'create decision terminate on request' ), 'registrer date of publishing received request' ) ) ), +( 'phase procedure aborted', 'terminate on request', ->( +( 'register deadline', 'phase procedure prematurely terminated', ->( X( tau, 'initiative competent authority' ), 'enter date termination request received', X( tau, 'create message terminate request' ), +( 'message terminate request', 'enter senddate request termination' ) ) ), 'phase archived case', +( 'phase case handled', ->( 'close case', X( tau, 'stop all running subcases 2b' ) ) ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ) ) ), +( 'forward to the competent authority', 'regular procedure without MER', *( ->( X( 'phase application received', ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( 'create publication document', 'send confirmation receipt' ) ) ), X( tau, +( X( tau, 'registration date publication' ), X( tau, 'start WABOprocedure' ) ) ) ), tau ) ), 'enter senddate acknowledgement', X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_13_and_14_noise_50.svg', "->( +( 'phase application received', 'register submission date request', X( tau, 'phase procedure aborted' ), ->( X( 'OLO messaging active', ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), X( tau, ->( +( X( tau, 'register deadline' ), ->( X( ->( X( tau, 'initiative competent authority' ), 'enter date termination request received' ), +( X( tau, *( 'registrer date of publishing received request', tau ) ), ->( X( tau, +( ->( 'reception through OLO', 'send procedure confirmation' ), 'enter senddate procedure confirmation' ) ), 'terminate on request', X( tau, 'WAW permit aspect', 'create decision terminate on request' ) ) ) ), X( tau, ->( +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ), +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ) ) ), +( 'forward to the competent authority', 'create publication document', ->( 'create procedure confirmation', 'registration date publication' ), 'publish', 'regular procedure without MER', *( ->( 'send confirmation receipt', X( tau, 'start WABOprocedure' ) ), tau ) ), 'enter senddate acknowledgement', X( tau, ->( 'phase archived case', X( tau, 'stop all running subcases 2b' ), 'phase case handled', 'close case' ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_13_and_14_noise_60.svg', "->( +( 'phase application received', 'register submission date request', X( tau, 'phase procedure aborted' ), ->( X( 'OLO messaging active', ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), +( X( tau, 'register deadline' ), ->( X( ->( 'initiative competent authority', 'enter date termination request received' ), +( X( tau, *( 'registrer date of publishing received request', tau ) ), ->( X( tau, +( ->( 'reception through OLO', 'send procedure confirmation' ), 'enter senddate procedure confirmation' ) ), 'terminate on request', X( tau, 'WAW permit aspect', 'create decision terminate on request' ) ) ) ), X( tau, ->( +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ), +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ), +( 'forward to the competent authority', 'create publication document', ->( 'create procedure confirmation', 'registration date publication' ), 'publish', 'regular procedure without MER', *( ->( 'send confirmation receipt', X( tau, 'start WABOprocedure' ) ), tau ) ), 'enter senddate acknowledgement', X( tau, ->( 'phase archived case', X( tau, 'stop all running subcases 2b' ), 'phase case handled', 'close case' ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_13_and_14_noise_70.svg', "->( +( 'phase application received', 'register submission date request', X( tau, 'phase procedure aborted' ), ->( +( X( tau, 'procedure change' ), ->( X( tau, +( X( tau, 'register deadline' ), ->( X( tau, +( 'registration date publication', ->( +( X( tau, 'enter senddate procedure confirmation' ), ->( X( tau, 'reception through OLO' ), X( tau, ->( X( 'OLO messaging active', ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), X( tau, 'terminate on request' ), *( ->( X( tau, 'forward to the competent authority' ), X( 'regular procedure without MER', ->( X( tau, ->( 'create procedure confirmation', 'publish' ) ), X( 'create publication document', 'send confirmation receipt' ) ) ), X( tau, 'start WABOprocedure' ) ), tau ) ) ) ) ), 'enter senddate acknowledgement', X( tau, 'inform BAG administrator' ) ) ) ), X( tau, ->( +( 'phase procedure prematurely terminated', X( tau, 'create message terminate request' ) ), +( 'message terminate request', 'enter senddate request termination' ) ) ) ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ) ) ), X( tau, ->( 'phase archived case', X( tau, 'stop all running subcases 2b' ), 'phase case handled', 'close case' ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_13_and_14_noise_80.svg', "->( X( tau, +( 'phase application received', 'register submission date request', X( tau, 'phase procedure aborted' ), ->( X( 'OLO messaging active', ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), +( 'register deadline', ->( X( ->( 'initiative competent authority', 'enter date termination request received' ), +( *( 'registrer date of publishing received request', tau ), ->( +( ->( 'reception through OLO', 'send procedure confirmation' ), 'enter senddate procedure confirmation' ), 'terminate on request', X( 'WAW permit aspect', 'create decision terminate on request' ) ) ) ), +( 'phase procedure prematurely terminated', 'create message terminate request' ), +( 'message terminate request', 'enter senddate request termination' ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ), +( 'forward to the competent authority', 'create publication document', ->( 'create procedure confirmation', 'registration date publication' ), 'publish', 'regular procedure without MER', *( 'send confirmation receipt', tau ) ), X( tau, ->( 'phase archived case', 'stop all running subcases 2b', 'phase case handled', 'close case' ) ) ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_13_and_14_noise_90.svg', "->( X( tau, +( 'phase application received', 'register submission date request', 'phase procedure aborted', ->( X( 'OLO messaging active', ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), +( 'register deadline', ->( X( ->( 'initiative competent authority', 'enter date termination request received' ), +( *( 'registrer date of publishing received request', tau ), ->( +( ->( 'reception through OLO', 'send procedure confirmation' ), 'enter senddate procedure confirmation' ), 'terminate on request', X( 'WAW permit aspect', 'create decision terminate on request' ) ) ) ), +( 'phase procedure prematurely terminated', 'create message terminate request' ), +( 'message terminate request', 'enter senddate request termination' ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed' ) ), *( 'send confirmation receipt', tau ), +( 'forward to the competent authority', 'regular procedure without MER' ), 'create procedure confirmation', 'publish', +( 'registration date publication', 'create publication document' ), 'phase archived case', 'stop all running subcases 2b', 'phase case handled', 'close case' ) ) ), X( tau, 'read publication date field', ->( 'no permit required for application', 'MER present', 'activities regular procedure', 'phased application' ) ) )")
('BPIC15_1/process_tree_case_size_betwee_14_and_14_noise_10.svg', "->( 'register submission date request', +( X( tau, 'create procedure confirmation' ), 'phase application received', ->( X( tau, 'publish' ), +( X( tau, 'phase procedure aborted' ), ->( +( X( tau, 'phase procedure prematurely terminated' ), ->( +( X( tau, 'register deadline' ), ->( +( X( tau, 'registration date publication' ), ->( +( X( tau, *( 'registrer date of publishing received request', tau ) ), ->( +( *( 'send confirmation receipt', tau ), ->( X( tau, ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), *( ->( X( tau, 'reception through OLO' ), +( X( tau, 'create publication document' ), ->( *( ->( X( tau, 'OLO messaging active' ), X( 'terminate on request', ->( X( tau, ->( X( tau, 'forward to the competent authority' ), +( X( tau, 'create subcases completeness' ), ->( X( tau, 'regular procedure without MER' ), X( tau, 'start WABOprocedure' ) ) ) ) ), X( tau, 'enter senddate acknowledgement', 'enter senddate procedure confirmation' ) ) ) ), tau ), X( tau, 'enter date termination request received' ), X( tau, 'send procedure confirmation' ) ) ) ), tau ) ) ), X( tau, 'WAW permit aspect', 'create decision terminate on request' ) ) ), X( tau, 'inform BAG administrator' ) ) ), X( tau, ->( 'message terminate request', 'enter senddate request termination' ) ) ) ), X( tau, ->( 'initiative competent authority', 'create message terminate request' ) ) ) ), X( tau, ->( 'phase archived case', +( 'close case', ->( X( tau, 'stop all running subcases 2b' ), 'phase case handled' ) ) ) ) ) ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed', X( tau, 'procedure change' ) ) ) )")
('BPIC15_1/process_tree_case_size_betwee_14_and_14_noise_20.svg', "->( 'register submission date request', +( X( tau, 'create procedure confirmation' ), 'phase application received', ->( X( tau, 'publish' ), +( X( tau, 'phase procedure aborted' ), ->( +( X( tau, 'phase procedure prematurely terminated' ), ->( +( X( tau, 'register deadline' ), ->( +( X( tau, 'registration date publication' ), ->( X( tau, ->( 'no permit needed or only notification needed', 'applicant is stakeholder' ) ), +( X( tau, *( 'registrer date of publishing received request', tau ) ), ->( *( ->( X( tau, 'reception through OLO' ), +( X( tau, 'create publication document' ), ->( *( ->( X( tau, 'OLO messaging active' ), X( tau, +( X( tau, 'enter senddate acknowledgement' ), ->( +( X( tau, 'regular procedure without MER' ), ->( +( X( tau, ->( 'forward to the competent authority', X( tau, 'start WABOprocedure' ) ) ), *( 'send confirmation receipt', tau ) ), X( tau, 'create subcases completeness' ) ) ), X( tau, 'enter senddate procedure confirmation' ) ) ) ), X( tau, 'terminate on request' ) ), tau ), X( tau, 'enter date termination request received' ), X( tau, 'send procedure confirmation' ) ) ) ), tau ), X( tau, 'WAW permit aspect', 'create decision terminate on request' ) ) ), X( tau, 'inform BAG administrator' ) ) ), X( tau, ->( 'message terminate request', 'enter senddate request termination' ) ) ) ), X( tau, ->( 'initiative competent authority', 'create message terminate request' ) ) ) ), X( tau, ->( 'phase archived case', +( 'close case', ->( X( tau, 'stop all running subcases 2b' ), 'phase case handled' ) ) ) ) ) ) ) ), X( tau, ->( 'treat subcases completeness', 'subcases completeness completed', X( tau, 'procedure change' ) ) ) )")
